brand,num_items,head_top20_items,tail_bottom80_items,mean_interactions,total_interactions
Sedu,8,6,2,59.125,473
Mehaz Professional,26,6,20,18.153846153846153,472
Anthony Logistics for Men,28,19,9,16.821428571428573,471
Johnson&#39;s,44,14,30,10.681818181818182,470
Nubar,98,16,82,4.785714285714286,469
Developlus,25,5,20,18.72,468
GiGi,35,5,30,13.371428571428572,468
Satin Edge,16,8,8,29.25,468
"Surya Nature, Inc",11,3,8,42.36363636363637,466
Boucheron,70,16,54,6.642857142857143,465
Alter Ego,45,14,31,10.333333333333334,465
Muelhens,41,16,25,11.341463414634147,465
Earthly Body,22,7,15,21.136363636363637,465
Aroma Naturals,60,28,32,7.733333333333333,464
Jobst,1,1,0,463.0,463
Aki,1,1,0,460.0,460
Olivella,33,15,18,13.93939393939394,460
Clubman Pinaud,6,6,0,76.5,459
MARRAKESH,21,8,13,21.857142857142858,459
Keratin Complex,40,13,27,11.4,456
Tengs,35,11,24,13.028571428571428,456
Onei Beauty,3,2,1,150.66666666666666,452
Travalo,24,6,18,18.791666666666668,451
Kiss,92,20,72,4.9021739130434785,451
PUEEN,14,10,4,32.142857142857146,450
SE,12,6,6,37.333333333333336,448
SODIAL(R),13,8,5,34.23076923076923,445
Neova,38,23,15,11.710526315789474,445
Danielle Enterprises,20,11,9,22.25,445
eb5,6,5,1,73.83333333333333,443
ConvaTec,21,11,10,21.047619047619047,442
Fresh,72,18,54,6.125,441
Vitabath,47,20,27,9.340425531914894,439
Pharmaceutical Specialties,6,5,1,73.16666666666667,439
Jimmy Choo,32,14,18,13.71875,439
Neosporin,4,3,1,109.25,437
Swiss Army,27,9,18,16.185185185185187,437
Kai,39,15,24,11.179487179487179,436
No-Ad,23,11,12,18.869565217391305,434
Salerm,80,12,68,5.425,434
SierraComfort,4,3,1,108.5,434
Brocato,80,21,59,5.425,434
Toogoo,27,16,11,16.074074074074073,434
DHS,12,7,5,36.166666666666664,434
Design Essentials,62,22,40,6.983870967741935,433
Kanechom,25,9,16,17.24,431
Fallene,3,3,0,143.0,429
Dior,117,15,102,3.6666666666666665,429
Di Bruno Bros,2,2,0,214.0,428
SEBASTIAN,64,11,53,6.671875,427
George Takei,1,1,0,427.0,427
Antonio Banderas,44,17,27,9.704545454545455,427
BurnOut,4,3,1,106.25,425
Lumene,91,25,66,4.670329670329671,425
EzFlow,129,13,116,3.2868217054263567,424
ITS A 10,4,2,2,106.0,424
HAI,24,9,15,17.666666666666668,424
Panoxyl,13,8,5,32.53846153846154,423
Coppola,21,13,8,20.095238095238095,422
Alberto VO5,48,17,31,8.770833333333334,421
Free &amp; Clear,8,7,1,52.5,420
Fuji,23,9,14,18.26086956521739,420
Udderly Smooth,8,7,1,52.5,420
Adovia,2,2,0,209.5,419
Terra Nova,58,20,38,7.224137931034483,419
Travel Smart,18,10,8,23.22222222222222,418
Dr. Scholl&#39;s,9,5,4,46.333333333333336,417
Scarecrow,5,2,3,83.0,415
Jonathan Product,34,9,25,12.176470588235293,414
Philip B.,49,18,31,8.448979591836734,414
De La Cruz,18,8,10,23.0,414
N.Y.C.,140,14,126,2.95,413
Purpose,11,9,2,37.54545454545455,413
Skin Care,36,18,18,11.472222222222221,413
Ion,42,15,27,9.80952380952381,412
ISO Beauty,27,17,10,15.25925925925926,412
Henna King,12,11,1,34.166666666666664,410
Nizoral,5,5,0,81.6,408
La Demoiselle,58,17,41,7.0,406
Lioele,40,9,31,10.15,406
Karl Lagerfeld,32,10,22,12.6875,406
Hugo Naturals,54,20,34,7.5,405
Palladio,65,13,52,6.230769230769231,405
Aramis,48,14,34,8.416666666666666,404
Human Hair Extensions,6,6,0,66.83333333333333,401
Face Doctor,11,5,6,36.45454545454545,401
Macadamia,36,12,24,11.13888888888889,401
Piggy Paint,42,15,27,9.547619047619047,401
Layrite,10,5,5,39.9,399
Nisim,19,11,8,21.0,399
St Moriz,5,4,1,79.8,399
Beyonce,32,10,22,12.46875,399
Fit &amp; Fresh,10,5,5,39.7,397
Exuviance,40,15,25,9.9,396
Demeter,113,14,99,3.495575221238938,395
Sudden Change,10,6,4,39.5,395
UniquExceptional,1,1,0,395.0,395
Archipelago Botanicals,69,19,50,5.72463768115942,395
Kyoku for Men,13,10,3,30.307692307692307,394
Amika,54,17,37,7.277777777777778,393
Sisley,119,13,106,3.302521008403361,393
MOP,43,16,27,9.116279069767442,392
Tokyo Milk,48,12,36,8.166666666666666,392
Mederma,5,3,2,78.2,391
Epicuren,80,16,64,4.8875,391
Coloplast,29,9,20,13.448275862068966,390
Turbo Power,35,15,20,11.114285714285714,389
Pro Beauty Tools,16,12,4,24.25,388
Timeless Skin Care,1,1,0,387.0,387
Michael Kors,44,12,32,8.795454545454545,387
Bel Essence Anti Aging Treatment,1,1,0,387.0,387
Cellex C,44,14,30,8.795454545454545,387
Pevonia,97,16,81,3.979381443298969,386
Graftobian,33,10,23,11.696969696969697,386
Amara Organics,1,1,0,380.0,380
Mistral,39,11,28,9.692307692307692,378
Heritage Store,40,8,32,9.45,378
First Aid Beauty,23,11,12,16.434782608695652,378
Toyo Life Service,1,1,0,377.0,377
Jordana,141,7,134,2.6666666666666665,376
Beckham,32,12,20,11.71875,375
Biolage,69,13,56,5.434782608695652,375
Colorproof,36,20,16,10.38888888888889,374
Nu Skin,62,15,47,5.983870967741935,371
Tarte Cosmetics,43,17,26,8.627906976744185,371
ProTan,52,15,37,7.134615384615385,371
Nail Harmony,46,18,28,8.043478260869565,370
Babyliss Pro,1,1,0,370.0,370
Caswell-Massey,52,18,34,7.115384615384615,370
Mehron,89,13,76,4.157303370786517,370
Prestige,34,9,25,10.823529411764707,368
L.A. Colors,72,10,62,5.097222222222222,367
G.M. Collin,99,16,83,3.707070707070707,367
Dr. Miracle&#39;s,50,17,33,7.3,365
Miracle Skin Transformer,18,7,11,20.27777777777778,365
simplehuman,6,6,0,60.833333333333336,365
Vip Beauty Shop,45,9,36,8.088888888888889,364
Johnson&#39;s Baby,5,3,2,72.6,363
Rockland,3,3,0,121.0,363
Soap &amp; Glory,49,19,30,7.387755102040816,362
RALPH LAUREN,6,6,0,60.333333333333336,362
Zum,41,16,25,8.78048780487805,360
Scruples,72,15,57,5.0,360
HoneyBee Gardens,44,9,35,8.181818181818182,360
Vktech,36,11,25,9.972222222222221,359
Samy,55,17,38,6.527272727272727,359
Graham Webb,69,16,53,5.202898550724638,359
Love Alpha,5,5,0,71.6,358
Duo,6,3,3,59.666666666666664,358
Royal Copenhagen,22,10,12,16.181818181818183,356
Evyan,20,11,9,17.75,355
Phytoworx,2,2,0,177.0,354
Winstonia,26,11,15,13.615384615384615,354
J.R. Watkins,50,18,32,7.08,354
Origins,92,12,80,3.8369565217391304,353
PYT,28,14,14,12.607142857142858,353
Talika,29,11,18,12.172413793103448,353
Mane &#39;n Tail,38,8,30,9.263157894736842,352
Crack,5,4,1,70.4,352
L-email,28,8,20,12.571428571428571,352
Upsher-Smith,2,2,0,176.0,352
Cantu,16,7,9,21.9375,351
Bespoke Labs,2,2,0,175.5,351
Acne.org,7,7,0,50.142857142857146,351
Goody Ouchless,22,13,9,15.909090909090908,350
UltraSwim,5,5,0,70.0,350
Tayongpo,19,2,17,18.36842105263158,349
Equate,39,6,33,8.923076923076923,348
En&#39;da,12,5,7,28.916666666666668,347
Jason Natural Cosmetics,20,7,13,17.3,346
Ausrialian Gold,12,8,4,28.75,345
Genes,4,3,1,86.25,345
MAYSU,35,14,21,9.771428571428572,342
Fair &amp; White,32,12,20,10.6875,342
Style Edit,10,5,5,34.1,341
Angel Hair,2,2,0,170.0,340
Fantasia,56,12,44,6.071428571428571,340
Kojie San,13,8,5,26.076923076923077,339
Tommy Bahama,31,12,19,10.903225806451612,338
OttLite,3,3,0,112.66666666666667,338
Seacret,21,13,8,16.047619047619047,337
Mill Creek,51,12,39,6.607843137254902,337
SkinPro,2,2,0,168.0,336
True Religion,22,8,14,15.272727272727273,336
N MARKET,21,3,18,16.0,336
GOT 2B,24,12,12,13.958333333333334,335
Sirius,3,3,0,111.66666666666667,335
Skinny Cream,1,1,0,334.0,334
Suki,33,15,18,10.090909090909092,333
Renpure Organics,13,9,4,25.615384615384617,333
Regenepure,5,3,2,66.4,332
Annie,51,18,33,6.509803921568627,332
HSI Professional,1,1,0,332.0,332
AB,165,2,163,2.006060606060606,331
Ancient Minerals,7,4,3,47.285714285714285,331
Travelon,37,9,28,8.945945945945946,331
Jurlique,74,15,59,4.45945945945946,330
Oster,14,5,9,23.571428571428573,330
Pacific World Corp,6,6,0,55.0,330
Fantasea,33,11,22,9.93939393939394,328
Eminence Organic Skincare,21,11,10,15.571428571428571,327
Mia Secret,23,13,10,14.217391304347826,327
Embryolisse,17,6,11,19.235294117647058,327
Geoffrey Beene,21,7,14,15.523809523809524,326
Short Sexy,6,2,4,54.333333333333336,326
South Beach Skincare,1,1,0,326.0,326
Izunami,6,3,3,54.166666666666664,325
LAURA GELLER,66,13,53,4.924242424242424,325
Cosmetic Skin Solutions LLC,2,2,0,162.0,324
xiufen shop,16,6,10,20.25,324
Dudley&#39;s,68,14,54,4.75,323
Dynarex,36,9,27,8.972222222222221,323
Cuccio,78,12,66,4.141025641025641,323
Z Palette,10,7,3,32.2,322
glo.therapeutics,59,16,43,5.440677966101695,321
Canus Goat&#39;s Milk,14,8,6,22.928571428571427,321
Zirh International,27,13,14,11.851851851851851,320
Andrea,46,14,32,6.934782608695652,319
FAST,2,2,0,159.5,319
Pears,26,10,16,12.26923076923077,319
Wonderstruck Taylor Swift,9,4,5,35.44444444444444,319
Van Cleef &amp; Arpels,44,13,31,7.2272727272727275,318
L.A. Girl,53,12,41,6.0,318
Lime Crime,23,13,10,13.826086956521738,318
smarttwarehouse,10,5,5,31.8,318
Kinerase,27,14,13,11.74074074074074,317
DCI,6,2,4,52.833333333333336,317
Swisspers,24,9,15,13.208333333333334,317
Kneipp,56,12,44,5.660714285714286,317
Michel Mercier,6,3,3,52.666666666666664,316
Milky Way,54,9,45,5.851851851851852,316
Nutrex,3,3,0,105.33333333333333,316
Mehaz,23,6,17,13.73913043478261,316
Playboy,55,17,38,5.745454545454545,316
Avalon,18,5,13,17.5,315
Cloud Star,1,1,0,315.0,315
Neewer,33,8,25,9.515151515151516,314
Macadamia Natural Oil,18,5,13,17.444444444444443,314
Nutribiotic,32,16,16,9.78125,313
Royall Fragrances,26,8,18,12.0,312
Noxzema,15,12,3,20.8,312
Sibu Beauty,11,5,6,28.272727272727273,311
Doo Gro,35,13,22,8.857142857142858,310
La Prairie,77,14,63,4.025974025974026,310
Rainbow Research,33,10,23,9.363636363636363,309
Tanda,7,6,1,44.142857142857146,309
Simply Smooth,33,14,19,9.363636363636363,309
Nairobi,42,11,31,7.357142857142857,309
Keri,20,12,8,15.45,309
Babo Botanicals,11,7,4,28.09090909090909,309
Pretika,7,2,5,44.0,308
Tolco,11,6,5,28.0,308
Yves De Sistelle,9,6,3,34.22222222222222,308
SELECT LASH,7,2,5,44.0,308
EN Joy,15,7,8,20.533333333333335,308
Fromm,23,2,21,13.304347826086957,306
Eclos,14,10,4,21.857142857142858,306
Surgiwax,1,1,0,305.0,305
Mariah Carey,35,8,27,8.685714285714285,304
Dynamic Health,31,11,20,9.806451612903226,304
Bond No. 9,78,14,64,3.8974358974358974,304
Botanical Beauty,61,8,53,4.983606557377049,304
Miracle II,12,10,2,25.25,303
Clean,53,13,40,5.716981132075472,303
eFuture,10,3,7,30.2,302
Housweety,11,5,6,27.454545454545453,302
Gena,16,6,10,18.8125,301
HDE,7,6,1,43.0,301
Abercrombie &amp; Fitch,32,8,24,9.40625,301
Meaningful Beauty,12,9,3,25.0,300
Red Carpet Manicure,22,7,15,13.636363636363637,300
Narciso Rodriguez,30,6,24,9.966666666666667,299
BestSalon,18,10,8,16.555555555555557,298
Special Effects,3,1,2,99.33333333333333,298
Hunnt,4,4,0,74.25,297
Global Keratin,29,11,18,10.206896551724139,296
COSPLAY INSHOP,10,3,7,29.5,295
Bonacure,20,6,14,14.75,295
Albolene,6,4,2,49.0,294
Kevyn Aucoin,34,6,28,8.647058823529411,294
Sean John,27,11,16,10.88888888888889,294
Keratin Coppola Complex,13,7,6,22.53846153846154,293
Justin Bieber,22,5,17,13.272727272727273,292
Bdellium Tools,50,8,42,5.84,292
Neuma,44,16,28,6.590909090909091,290
Vivica A. Fox,60,11,49,4.833333333333333,290
Bella Pierre,73,11,62,3.9726027397260273,290
Turbie Twist,10,6,4,28.8,288
FX,26,11,15,11.076923076923077,288
Rothco,5,5,0,57.6,288
Monoi Tiare Tahiti,15,6,9,19.2,288
Ole Henriksen,33,15,18,8.727272727272727,288
Kirk&#39;s,17,9,8,16.88235294117647,287
Nature and Herbs,1,1,0,287.0,287
Williams,3,3,0,95.66666666666667,287
extendservice,6,2,4,47.666666666666664,286
Cover Girl,85,6,79,3.3529411764705883,285
c. Booth,36,17,19,7.916666666666667,285
Queen Latifah,8,6,2,35.625,285
Lady Gaga,16,6,10,17.8125,285
Lalique,38,10,28,7.5,285
INM,12,7,5,23.666666666666668,284
Indigo Wild,48,10,38,5.916666666666667,284
ElastaQP,32,7,25,8.84375,283
Oxy,20,9,11,14.15,283
Hollywood Beauty,36,10,26,7.861111111111111,283
Trish McEvoy,54,6,48,5.222222222222222,282
Laneige,52,9,43,5.423076923076923,282
Rubie&#39;s Costume Co,39,12,27,7.230769230769231,282
Focus,19,8,11,14.789473684210526,281
Coola,23,9,14,12.217391304347826,281
For Pro,15,7,8,18.666666666666668,280
Nature&#39;s Cure,8,4,4,35.0,280
H2O Plus,63,8,55,4.444444444444445,280
Cydraend,30,10,20,9.333333333333334,280
ACE,26,15,11,10.76923076923077,280
Erox,13,6,7,21.46153846153846,279
Africa&#39;s Best,54,11,43,5.148148148148148,278
Tressa,28,11,17,9.892857142857142,277
Herbatint,51,10,41,5.431372549019608,277
SURFACE,51,16,35,5.431372549019608,277
Sparkling Beauty,3,2,1,92.33333333333333,277
C.O. Bigelow,43,15,28,6.441860465116279,277
Swisa Beauty,28,7,21,9.892857142857142,277
Meizhoushi,35,7,28,7.885714285714286,276
The Face Shop,72,10,62,3.8333333333333335,276
Tom Ford,44,11,33,6.25,275
Gwen Stefani,33,9,24,8.333333333333334,275
L&#39;Oreal,56,14,42,4.892857142857143,274
Ace Classic,6,3,3,45.666666666666664,274
Nuetrogena,13,3,10,20.923076923076923,272
Billy Jealousy,31,14,17,8.741935483870968,271
Geir Ness,5,5,0,54.2,271
SoftSheen Carson,32,11,21,8.46875,271
Le Angelique,27,10,17,10.0,270
Wonder Wedges,6,6,0,45.0,270
Caribbean Solutions,14,6,8,19.285714285714285,270
One With Nature,29,11,18,9.275862068965518,269
Sunsilk,41,19,22,6.536585365853658,268
Carol Wright Gifts,13,5,8,20.615384615384617,268
MASH,4,4,0,67.0,268
Sinus Buster,1,1,0,268.0,268
W.S. Badger,1,1,0,268.0,268
Plant Guru,1,1,0,267.0,267
Solbar,7,5,2,38.142857142857146,267
FHI HEAT,15,5,10,17.8,267
Schwarzkopf Professional,78,10,68,3.41025641025641,266
Badedas,5,5,0,53.2,266
Kate Perry,2,2,0,133.0,266
iS Clinical,38,10,28,6.973684210526316,265
Kim Kardashian,25,10,15,10.6,265
Sunny Isle,15,8,7,17.666666666666668,265
Nail Clipper,1,1,0,265.0,265
Jason,29,10,19,9.10344827586207,264
TruKid,15,9,6,17.6,264
GIORGIO ARMANI,6,5,1,44.0,264
Cameo,5,3,2,52.6,263
EnvyDerm,3,3,0,87.66666666666667,263
Kenz Laurenz,7,5,2,37.57142857142857,263
Sex In The City,7,3,4,37.57142857142857,263
Milk Shake,33,4,29,7.96969696969697,263
As We Change,7,3,4,37.57142857142857,263
Perfumer&#39;s Workshop,8,3,5,32.75,262
Mario Badescu Skincare,27,9,18,9.703703703703704,262
Perfume,72,11,61,3.638888888888889,262
Ivory Shea Butter,1,1,0,262.0,262
3M,54,14,40,4.851851851851852,262
Suavecito,5,3,2,52.4,262
Lucky Brand,19,7,12,13.736842105263158,261
Vera Bradley,42,7,35,6.214285714285714,261
J &amp; D Beauty Products,13,8,5,20.076923076923077,261
Garden of Life,3,3,0,87.0,261
Headblade,5,3,2,52.2,261
Clean Life Products,4,2,2,65.0,260
Koji,48,8,40,5.416666666666667,260
Alfred Dunhill,24,10,14,10.791666666666666,259
Taylor Swift,17,7,10,15.235294117647058,259
Katy Perry,17,9,8,15.176470588235293,258
DML,5,5,0,51.6,258
Amco,1,1,0,258.0,258
Jolin,10,4,6,25.8,258
FHI,14,6,8,18.428571428571427,258
BOBBI BOSS,69,7,62,3.739130434782609,258
Thicker Fuller Hair,10,6,4,25.7,257
eForCity,3,2,1,85.66666666666667,257
Tropic Isle Living,17,8,9,15.058823529411764,256
Motown Tress,70,9,61,3.657142857142857,256
ColorMark,12,5,7,21.25,255
Groganics,19,10,9,13.368421052631579,254
Amerileather,10,3,7,25.3,253
New OK buy,5,3,2,50.6,253
SEPHORA COLLECTION,98,7,91,2.5816326530612246,253
Murrays,8,5,3,31.625,253
Zim&#39;s Crack Creme,7,5,2,36.142857142857146,253
ECOCO,3,3,0,84.0,252
Microplane,13,6,7,19.307692307692307,251
Lab Series,36,13,23,6.972222222222222,251
Household Essentials,2,2,0,125.5,251
Belli,14,6,8,17.857142857142858,250
Skin so soft  Bath Oil,1,1,0,250.0,250
Therabath,29,7,22,8.620689655172415,250
Organic Fiji,28,10,18,8.928571428571429,250
Youngblood,48,5,43,5.208333333333333,250
SlimQuick,4,3,1,62.5,250
Roomidea,57,11,46,4.385964912280702,250
Lewis N. Clark,4,3,1,62.5,250
Salon Grafix,30,8,22,8.3,249
Sun Bum,10,8,2,24.9,249
Spilo,16,5,11,15.5625,249
Lollia,51,12,39,4.862745098039215,248
Pink Armor,1,1,0,248.0,248
EOS,14,11,3,17.714285714285715,248
divaderme,5,4,1,49.4,247
RefectoCil,17,8,9,14.529411764705882,247
Every Man Jack,14,10,4,17.642857142857142,247
DermaZinc,6,4,2,41.0,246
Allstar,5,4,1,49.2,246
NuBrilliance,4,4,0,61.25,245
Mastex,7,4,3,35.0,245
Big Sexy,15,5,10,16.333333333333332,245
Nature&#39;s Secret,7,3,4,34.857142857142854,244
Sun-In,9,6,3,27.11111111111111,244
Puig,5,2,3,48.8,244
T.N. Dickinson&#39;s,3,2,1,81.33333333333333,244
Keranique,13,12,1,18.76923076923077,244
Rochas,44,6,38,5.5227272727272725,243
boscia,36,12,24,6.75,243
Bigen,38,7,31,6.394736842105263,243
GOYESTORE,5,4,1,48.4,242
Avanti,11,5,6,21.90909090909091,241
Utopia Towels,1,1,0,241.0,241
Tom&#39;s of Maine,12,2,10,20.083333333333332,241
Defense Soap,9,5,4,26.77777777777778,241
Wwii101,2,1,1,120.5,241
Joop!,19,6,13,12.68421052631579,241
Terax,19,7,12,12.68421052631579,241
Nailene,40,14,26,6.025,241
Azure Naturals,2,2,0,120.0,240
Pibbs,21,8,13,11.428571428571429,240
Facial Hair Removal,1,1,0,240.0,240
Glycolix Elite,14,9,5,17.142857142857142,240
Rihanna,17,7,10,14.058823529411764,239
Himalaya,17,7,10,14.058823529411764,239
CENTRIX,10,2,8,23.9,239
Glowbys,3,2,1,79.66666666666667,239
Sawyer Products,2,1,1,119.5,239
As Seen On TV,12,5,7,19.833333333333332,238
Bluebeards Original,4,3,1,59.5,238
GAP,31,10,21,7.67741935483871,238
KUUMBA MADE,35,11,24,6.771428571428571,237
Andre,24,7,17,9.833333333333334,236
Renpure Solutions,2,2,0,118.0,236
Flash Shine,1,1,0,236.0,236
CAUDALIE,32,9,23,7.375,236
Diesel,24,6,18,9.833333333333334,236
Super Sunnies,10,7,3,23.6,236
Parfums Gres,34,11,23,6.911764705882353,235
Biotherm,76,6,70,3.0921052631578947,235
DermaSilk,12,7,5,19.5,234
Disney,86,5,81,2.7209302325581395,234
The Village Company,3,3,0,77.66666666666667,233
SAB nails,14,8,6,16.642857142857142,233
Clearly Natural,36,8,28,6.472222222222222,233
Black Opal,61,9,52,3.819672131147541,233
Perlier,94,7,87,2.4680851063829787,232
Tan Physics,3,2,1,77.33333333333333,232
DERMAdoctor,17,9,8,13.647058823529411,232
nail world365,27,5,22,8.592592592592593,232
DMSO,7,6,1,33.142857142857146,232
Malibu,17,10,7,13.647058823529411,232
YuBe,10,5,5,23.1,231
Compac,10,7,3,23.1,231
Cristina,5,3,2,46.2,231
Neru Biotech Face Mask,16,7,9,14.4375,231
ARCONA,38,11,27,6.052631578947368,230
John Varvatos,24,7,17,9.583333333333334,230
Hairfinity,4,3,1,57.5,230
Diamancel,17,9,8,13.529411764705882,230
Jo Malone,69,9,60,3.3333333333333335,230
Thayer,8,4,4,28.625,229
CosMedix,46,10,36,4.978260869565218,229
Curls,30,15,15,7.633333333333334,229
Thinkbaby,6,3,3,38.166666666666664,229
Ferrari,25,11,14,9.12,228
Basq,19,7,12,12.0,228
VICHY,37,12,25,6.135135135135135,227
Curly Hair Solutions,16,3,13,14.1875,227
Keratin,23,11,12,9.869565217391305,227
Green &#39;N&#39; Pack,3,3,0,75.66666666666667,227
Private Label,13,10,3,17.46153846153846,227
Cutemol,3,3,0,75.33333333333333,226
Flowery,22,9,13,10.227272727272727,225
Larenim,51,7,44,4.411764705882353,225
Uniq One,6,4,2,37.333333333333336,224
Tate&#39;s The Natural Miracle,10,6,4,22.4,224
Calmoseptine,4,3,1,56.0,224
Beyond the Zone,27,9,18,8.25925925925926,223
akezone,6,4,2,37.166666666666664,223
Ellen Tracy,35,5,30,6.371428571428571,223
Personna,13,5,8,17.076923076923077,222
Lucky You,3,1,2,73.66666666666667,221
Oro Gold,18,11,7,12.277777777777779,221
World Traveler,10,4,6,22.1,221
Skincare LdeL Cosmetics Retinol,6,6,0,36.833333333333336,221
Frizz-Ease,13,5,8,16.923076923076923,220
BetterLifeABC,10,1,9,21.9,219
Sue Devitt,47,7,40,4.659574468085107,219
UNA,54,9,45,4.037037037037037,218
LATHER,35,10,25,6.228571428571429,218
MD Forte,12,8,4,18.166666666666668,218
All Terrain,18,9,9,12.11111111111111,218
Adore,5,3,2,43.4,217
Moyou Nail Art,6,1,5,36.166666666666664,217
Chunkaew,55,7,48,3.9454545454545453,217
Cinema Secrets,15,7,8,14.466666666666667,217
Silicon,3,3,0,72.33333333333333,217
Selsun Blue,11,7,4,19.636363636363637,216
Chopard,20,5,15,10.8,216
Vanskap,1,1,0,216.0,216
Mally Beauty,24,9,15,8.958333333333334,215
Fashion Factory,5,2,3,43.0,215
Cover Your Gray,24,11,13,8.916666666666666,214
Orbeez,1,1,0,214.0,214
Gloves In A Bottle,6,3,3,35.5,213
Karen Low,23,7,16,9.26086956521739,213
Obagi,20,6,14,10.65,213
Lusters,45,8,37,4.733333333333333,213
Skincare,34,9,25,6.264705882352941,213
Pollenex,2,2,0,106.5,213
eBubbles,7,4,3,30.428571428571427,213
Lever 2000,24,7,17,8.833333333333334,212
Colortrak,27,6,21,7.851851851851852,212
Pevonia Botanica,26,12,14,8.153846153846153,212
Minera,1,1,0,211.0,211
Aquaphor,7,5,2,30.142857142857142,211
Fekkai Advanced,22,9,13,9.545454545454545,210
Temptu,39,9,30,5.384615384615385,210
Nexcare,4,2,2,52.5,210
Calista Tools,6,2,4,35.0,210
SK II,58,8,50,3.6206896551724137,210
Back to Basics,47,5,42,4.468085106382978,210
Young Living,28,5,23,7.464285714285714,209
Hask Placenta,24,7,17,8.708333333333334,209
Affirm,33,11,22,6.303030303030303,208
Dream,19,8,11,10.947368421052632,208
PAZ Generix,4,4,0,52.0,208
Skin By Ann Webb,30,11,19,6.933333333333334,208
